3	0.25	0.0026536198599999982	1.163275984267947	10000.0	1000.0
4	0.25	0.0048057104299999986	1.5995756360951476	10000.0	1000.0
5	0.25	0.0070323035399999989	1.9353517173653709	10000.0	1000.0
6	0.25	0.0093488500700000133	2.1576270475005375	10000.0	1000.0
7	0.25	0.011611378559999988	2.3928176441405062	10000.0	1000.0
8	0.25	0.013874884740000025	2.555008963702627	10000.0	1000.0
9	0.25	0.016290120890000023	2.9266099320420844	10000.0	1000.0
10	0.25	0.018578010900000008	2.9837262066262205	10000.0	1000.0
11	0.25	0.020817994000000013	3.0687584076126844	10000.0	1000.0
12	0.25	0.023322071200000013	3.3184126245345511	10000.0	1000.0
13	0.25	0.025562014699999993	3.5014861423425323	10000.0	1000.0
14	0.25	0.027872807799999993	3.4797334602171937	10000.0	1000.0
15	0.25	0.030110388800000016	3.8227812028697494	10000.0	1000.0
16	0.25	0.03301693770000004		4.0156903557931063	10000.0	1000.0
17	0.25	0.034519695499999926	3.8951666338496858	10000.0	1000.0
18	0.25	0.037480194000000057	4.1659482912806514	10000.0	1000.0
19	0.25	0.039521499600000037	4.0929025422095329	10000.0	1000.0
20	0.25	0.042001185500000017	4.076938725235923	10000.0	1000.0
